Navn;Stasjon;Tid (t);Nedbør (mm);Lufttemperatur (C);Middelvind (m/s);Relativ luftfuktighet (g/m³)
Oslo - Blindern;SN18700;11.02.2025 17:00;;-0.4;1.6;73
Oslo - Blindern;SN18700;11.02.2025 18:00;;-0.6;1.0;72
Oslo - Blindern;SN18700;11.02.2025 19:00;;-1.9;1.5;77
Oslo - Blindern;SN18700;11.02.2025 20:00;;-2.6;1.2;85
Oslo - Blindern;SN18700;11.02.2025 21:00;;-2.9;1.7;81
Oslo - Blindern;SN18700;11.02.2025 22:00;;-3.4;1.7;84
Oslo - Blindern;SN18700;11.02.2025 23:00;;-4.4;1.9;87
Oslo - Blindern;SN18700;12.02.2025 00:00;;-5.2;1.5;89
Oslo - Blindern;SN18700;12.02.2025 01:00;;-5.7;0.5;93
Oslo - Blindern;SN18700;12.02.2025 02:00;;-6.1;1.4;92
Oslo - Blindern;SN18700;12.02.2025 03:00;;-6.3;0.3;93
Oslo - Blindern;SN18700;12.02.2025 04:00;;-6.8;1.0;91
Oslo - Blindern;SN18700;12.02.2025 05:00;;-7.4;1.7;93
Oslo - Blindern;SN18700;12.02.2025 06:00;;-7.6;1.5;91
Oslo - Blindern;SN18700;12.02.2025 07:00;;-7.7;1.6;90
Oslo - Blindern;SN18700;12.02.2025 08:00;;-7.3;0.8;87
Oslo - Blindern;SN18700;12.02.2025 09:00;;-5.0;0.1;85
Oslo - Blindern;SN18700;12.02.2025 10:00;;-3.1;1.1;79
Oslo - Blindern;SN18700;12.02.2025 11:00;;-1.8;0.6;65
Oslo - Blindern;SN18700;12.02.2025 12:00;;-0.9;1.2;61
Oslo - Blindern;SN18700;12.02.2025 13:00;;-0.5;1.4;60
Oslo - Blindern;SN18700;12.02.2025 14:00;;0.0;1.5;64
Oslo - Blindern;SN18700;12.02.2025 15:00;;-0.2;1.2;64
Oslo - Blindern;SN18700;12.02.2025 16:00;;-1.3;0.6;73
Oslo - Blindern;SN18700;12.02.2025 17:00;;-2.2;0.8;80
Oslo - Blindern;SN18700;12.02.2025 18:00;;-3.0;0.7;78
Oslo - Blindern;SN18700;12.02.2025 19:00;;-3.7;0.7;83
Oslo - Blindern;SN18700;12.02.2025 20:00;;-4.3;1.0;86
Oslo - Blindern;SN18700;12.02.2025 21:00;;-4.2;1.0;86
Oslo - Blindern;SN18700;12.02.2025 22:00;;-3.9;0.4;83
Oslo - Blindern;SN18700;12.02.2025 23:00;;-3.4;0.2;82
Oslo - Blindern;SN18700;13.02.2025 00:00;;-2.3;1.3;80
Oslo - Blindern;SN18700;13.02.2025 01:00;;-0.4;2.1;75
Oslo - Blindern;SN18700;13.02.2025 02:00;;-0.5;1.0;80
Oslo - Blindern;SN18700;13.02.2025 03:00;;-0.4;3.1;82
Oslo - Blindern;SN18700;13.02.2025 04:00;;-0.3;3.2;86
Oslo - Blindern;SN18700;13.02.2025 05:00;;-0.2;4.6;91
Oslo - Blindern;SN18700;13.02.2025 06:00;;-0.2;4.3;84
Oslo - Blindern;SN18700;13.02.2025 07:00;;-0.6;3.5;82
Oslo - Blindern;SN18700;13.02.2025 08:00;;-0.5;2.4;79
Oslo - Blindern;SN18700;13.02.2025 09:00;;0.3;4.6;75
Oslo - Blindern;SN18700;13.02.2025 10:00;;0.8;4.8;69
Oslo - Blindern;SN18700;13.02.2025 11:00;;0.9;5.5;62
Oslo - Blindern;SN18700;13.02.2025 12:00;;1.2;3.6;61
Oslo - Blindern;SN18700;13.02.2025 13:00;;1.1;3.2;57
Oslo - Blindern;SN18700;13.02.2025 14:00;;1.1;4.3;57
Oslo - Blindern;SN18700;13.02.2025 15:00;;1.1;3.5;55
Oslo - Blindern;SN18700;13.02.2025 16:00;;-0.1;2.2;60
Oslo - Blindern;SN18700;13.02.2025 17:00;;-1.5;1.7;66
Oslo - Blindern;SN18700;13.02.2025 18:00;;-2.5;2.7;71
Oslo - Blindern;SN18700;13.02.2025 19:00;;-3.1;1.9;74
Oslo - Blindern;SN18700;13.02.2025 20:00;;-4.6;1.6;81
Oslo - Blindern;SN18700;13.02.2025 21:00;;-5.8;2.2;81
Oslo - Blindern;SN18700;13.02.2025 22:00;;-6.6;2.3;84
Oslo - Blindern;SN18700;13.02.2025 23:00;;-7.0;2.2;85
Oslo - Blindern;SN18700;14.02.2025 00:00;;-7.7;0.1;87
Oslo - Blindern;SN18700;14.02.2025 01:00;;-8.1;2.1;86
Oslo - Blindern;SN18700;14.02.2025 02:00;;-8.6;1.2;87
Oslo - Blindern;SN18700;14.02.2025 03:00;;-8.9;1.9;87
Oslo - Blindern;SN18700;14.02.2025 04:00;;-8.3;0.8;87
Oslo - Blindern;SN18700;14.02.2025 05:00;;-7.3;0.8;86
Oslo - Blindern;SN18700;14.02.2025 06:00;;-6.9;0.5;85
Oslo - Blindern;SN18700;14.02.2025 07:00;;-6.3;0.3;84
Oslo - Blindern;SN18700;14.02.2025 08:00;;-5.7;0.9;82
Oslo - Blindern;SN18700;14.02.2025 09:00;;-4.7;0.5;80
Oslo - Blindern;SN18700;14.02.2025 10:00;;-2.7;0.6;75
Oslo - Blindern;SN18700;14.02.2025 11:00;;-1.7;1.5;64
Oslo - Blindern;SN18700;14.02.2025 12:00;;-1.1;1.9;63
Oslo - Blindern;SN18700;14.02.2025 13:00;;-0.2;1.8;57
Oslo - Blindern;SN18700;14.02.2025 14:00;;-0.1;1.9;60
Oslo - Blindern;SN18700;14.02.2025 15:00;;-0.1;2.7;58
Oslo - Blindern;SN18700;14.02.2025 16:00;;-0.3;2.2;49
Oslo - Blindern;SN18700;14.02.2025 17:00;;-1.1;1.6;56
Oslo - Blindern;SN18700;14.02.2025 18:00;;-2.5;1.0;64
Oslo - Blindern;SN18700;14.02.2025 19:00;;-3.6;0.7;69
Oslo - Blindern;SN18700;14.02.2025 20:00;;-4.7;2.1;71
Oslo - Blindern;SN18700;14.02.2025 21:00;;-4.8;1.6;71
Oslo - Blindern;SN18700;14.02.2025 22:00;;-4.8;1.3;71
Oslo - Blindern;SN18700;14.02.2025 23:00;;-4.7;2.1;71
Oslo - Blindern;SN18700;15.02.2025 00:00;;-4.5;1.7;70
Oslo - Blindern;SN18700;15.02.2025 01:00;;-4.6;1.8;71
Oslo - Blindern;SN18700;15.02.2025 02:00;;-4.7;1.0;73
Oslo - Blindern;SN18700;15.02.2025 03:00;;-4.8;2.0;71
Oslo - Blindern;SN18700;15.02.2025 04:00;;-5.3;2.1;73
Oslo - Blindern;SN18700;15.02.2025 05:00;;-5.1;0.8;74
Oslo - Blindern;SN18700;15.02.2025 06:00;;-2.3;5.1;60
Oslo - Blindern;SN18700;15.02.2025 07:00;;-2.6;6.9;60
Oslo - Blindern;SN18700;15.02.2025 08:00;;-2.5;5.5;60
Oslo - Blindern;SN18700;15.02.2025 09:00;;-3.2;8.0;58
Oslo - Blindern;SN18700;15.02.2025 10:00;;-3.1;6.9;53
Oslo - Blindern;SN18700;15.02.2025 11:00;;-2.6;6.3;50
Oslo - Blindern;SN18700;15.02.2025 12:00;;-3.0;7.3;47
Oslo - Blindern;SN18700;15.02.2025 13:00;;-3.2;7.4;45
Oslo - Blindern;SN18700;15.02.2025 14:00;;-3.0;5.2;44
Oslo - Blindern;SN18700;15.02.2025 15:00;;-3.5;5.6;44
Oslo - Blindern;SN18700;15.02.2025 16:00;;-4.4;4.6;46
Oslo - Blindern;SN18700;15.02.2025 17:00;;-5.4;5.3;48
Oslo - Blindern;SN18700;15.02.2025 18:00;;-6.2;2.8;52
Oslo - Blindern;SN18700;15.02.2025 19:00;;-6.9;3.2;54
Oslo - Blindern;SN18700;15.02.2025 20:00;;-7.3;2.1;55
Oslo - Blindern;SN18700;15.02.2025 21:00;;-7.3;3.1;53
Oslo - Blindern;SN18700;15.02.2025 22:00;;-8.4;1.0;57
Oslo - Blindern;SN18700;15.02.2025 23:00;;-9.5;0.3;62
Oslo - Blindern;SN18700;16.02.2025 00:00;;-9.1;1.1;62
Oslo - Blindern;SN18700;16.02.2025 01:00;;-9.3;1.2;61
Oslo - Blindern;SN18700;16.02.2025 02:00;;-10.1;1.4;63
Oslo - Blindern;SN18700;16.02.2025 03:00;;-10.8;1.2;64
Oslo - Blindern;SN18700;16.02.2025 04:00;;-11.3;1.2;63
Oslo - Blindern;SN18700;16.02.2025 05:00;;-11.3;1.2;65
Oslo - Blindern;SN18700;16.02.2025 06:00;;-12.4;1.1;65
Oslo - Blindern;SN18700;16.02.2025 07:00;;-12.3;0.8;67
Oslo - Blindern;SN18700;16.02.2025 08:00;;-10.7;0.8;59
Oslo - Blindern;SN18700;16.02.2025 09:00;;-6.8;0.6;56
Oslo - Blindern;SN18700;16.02.2025 10:00;;-5.9;0.5;47
Oslo - Blindern;SN18700;16.02.2025 11:00;;-4.8;2.1;44
Oslo - Blindern;SN18700;16.02.2025 12:00;;-3.4;1.8;36
Oslo - Blindern;SN18700;16.02.2025 13:00;;-2.2;2.2;37
Oslo - Blindern;SN18700;16.02.2025 14:00;;-1.6;2.0;43
Oslo - Blindern;SN18700;16.02.2025 15:00;;-1.3;1.1;43
Oslo - Blindern;SN18700;16.02.2025 16:00;;-1.4;0.2;44
Oslo - Blindern;SN18700;16.02.2025 17:00;;-4.2;1.9;52
Oslo - Blindern;SN18700;16.02.2025 18:00;;-5.4;1.3;57
Oslo - Blindern;SN18700;16.02.2025 19:00;;-5.7;1.3;58
Oslo - Blindern;SN18700;16.02.2025 20:00;;-5.8;1.6;57
Oslo - Blindern;SN18700;16.02.2025 21:00;;-6.2;1.8;63
Oslo - Blindern;SN18700;16.02.2025 22:00;;-7.4;1.4;65
Oslo - Blindern;SN18700;16.02.2025 23:00;;-7.5;2.1;67
Oslo - Blindern;SN18700;17.02.2025 00:00;;-7.2;1.8;69
Oslo - Blindern;SN18700;17.02.2025 01:00;;-8.5;1.8;72
Oslo - Blindern;SN18700;17.02.2025 02:00;;-8.1;1.3;73
Oslo - Blindern;SN18700;17.02.2025 03:00;;-8.2;1.7;77
Oslo - Blindern;SN18700;17.02.2025 04:00;;-8.0;1.1;81
Oslo - Blindern;SN18700;17.02.2025 05:00;;-8.0;1.3;83
Oslo - Blindern;SN18700;17.02.2025 06:00;;-7.2;0.3;83
Oslo - Blindern;SN18700;17.02.2025 07:00;;-6.8;0.8;80
Oslo - Blindern;SN18700;17.02.2025 08:00;;-6.6;1.2;77
Oslo - Blindern;SN18700;17.02.2025 09:00;;-4.7;0.9;72
Oslo - Blindern;SN18700;17.02.2025 10:00;;-1.9;1.5;51
Oslo - Blindern;SN18700;17.02.2025 11:00;;-1.6;1.3;55
Oslo - Blindern;SN18700;17.02.2025 12:00;;-0.5;0.9;50
Oslo - Blindern;SN18700;17.02.2025 13:00;;2.3;0.4;40
Oslo - Blindern;SN18700;17.02.2025 14:00;;3.3;1.1;37
Oslo - Blindern;SN18700;17.02.2025 15:00;;3.4;1.7;35
Oslo - Blindern;SN18700;17.02.2025 16:00;;2.4;2.7;37
Oslo - Blindern;SN18700;17.02.2025 17:00;;0.1;0.5;51
Oslo - Blindern;SN18700;17.02.2025 18:00;;-0.4;0.3;54
Oslo - Blindern;SN18700;17.02.2025 19:00;;-0.7;1.3;55
Oslo - Blindern;SN18700;17.02.2025 20:00;;-1.5;0.7;57
Oslo - Blindern;SN18700;17.02.2025 21:00;;-1.8;0.7;64
Oslo - Blindern;SN18700;17.02.2025 22:00;;-2.5;0.8;63
Oslo - Blindern;SN18700;17.02.2025 23:00;;-3.0;1.2;65
Oslo - Blindern;SN18700;18.02.2025 00:00;;-2.8;1.4;66
Oslo - Blindern;SN18700;18.02.2025 01:00;;-4.3;1.5;67
Oslo - Blindern;SN18700;18.02.2025 02:00;;-4.7;1.7;71
Oslo - Blindern;SN18700;18.02.2025 03:00;;-4.5;0.6;69
Oslo - Blindern;SN18700;18.02.2025 04:00;;-5.3;0.9;69
Oslo - Blindern;SN18700;18.02.2025 05:00;;-5.8;1.6;70
Oslo - Blindern;SN18700;18.02.2025 06:00;;-5.2;1.4;73
Oslo - Blindern;SN18700;18.02.2025 07:00;;-5.9;0.6;71
Oslo - Blindern;SN18700;18.02.2025 08:00;;-4.3;0.2;66
Oslo - Blindern;SN18700;18.02.2025 09:00;;-2.0;0.3;69
Oslo - Blindern;SN18700;18.02.2025 10:00;;-1.5;0.9;58
Oslo - Blindern;SN18700;18.02.2025 11:00;;-0.3;1.5;52
Oslo - Blindern;SN18700;18.02.2025 12:00;;0.5;1.9;45
Oslo - Blindern;SN18700;18.02.2025 13:00;;1.2;1.3;44
Oslo - Blindern;SN18700;18.02.2025 14:00;;1.7;1.5;46
Oslo - Blindern;SN18700;18.02.2025 15:00;;1.7;1.2;46
Oslo - Blindern;SN18700;18.02.2025 16:00;;0.9;0.6;53
Oslo - Blindern;SN18700;18.02.2025 17:00;;-1.8;1.7;62
Oslo - Blindern;SN18700;18.02.2025 18:00;;-2.8;1.0;67
Oslo - Blindern;SN18700;18.02.2025 19:00;;-3.7;1.7;67
Oslo - Blindern;SN18700;18.02.2025 20:00;;-4.6;1.1;72
Oslo - Blindern;SN18700;18.02.2025 21:00;;-4.7;1.0;68
Oslo - Blindern;SN18700;18.02.2025 22:00;;-5.5;1.6;74
Oslo - Blindern;SN18700;18.02.2025 23:00;;-6.0;1.0;77
Oslo - Blindern;SN18700;19.02.2025 00:00;;-6.3;0.5;78
Oslo - Blindern;SN18700;19.02.2025 01:00;;-6.9;1.1;78
Oslo - Blindern;SN18700;19.02.2025 02:00;;-7.5;0.2;81
Oslo - Blindern;SN18700;19.02.2025 03:00;;-8.0;0.8;84
Oslo - Blindern;SN18700;19.02.2025 04:00;;-8.5;1.0;83
Oslo - Blindern;SN18700;19.02.2025 05:00;;-8.5;0.8;86
Oslo - Blindern;SN18700;19.02.2025 06:00;;-9.1;1.6;84
Oslo - Blindern;SN18700;19.02.2025 07:00;;-9.0;0.4;87
Oslo - Blindern;SN18700;19.02.2025 08:00;;-7.1;0.6;78
Oslo - Blindern;SN18700;19.02.2025 09:00;;-4.7;0.6;77
Oslo - Blindern;SN18700;19.02.2025 10:00;;-4.8;1.3;67
Oslo - Blindern;SN18700;19.02.2025 11:00;;-3.1;1.2;62
Oslo - Blindern;SN18700;19.02.2025 12:00;;-2.7;1.6;55
Oslo - Blindern;SN18700;19.02.2025 13:00;;-2.5;2.1;58
Oslo - Blindern;SN18700;19.02.2025 14:00;;-1.5;1.7;58
Oslo - Blindern;SN18700;19.02.2025 15:00;;-1.3;1.3;58
Oslo - Blindern;SN18700;19.02.2025 16:00;;-2.2;2.7;65
Oslo - Blindern;SN18700;19.02.2025 17:00;;-2.9;1.2;71
Oslo - Blindern;SN18700;19.02.2025 18:00;;-3.2;0.9;79
Oslo - Blindern;SN18700;19.02.2025 19:00;;-5.0;0.8;82
Oslo - Blindern;SN18700;19.02.2025 20:00;;-6.2;1.9;85
Oslo - Blindern;SN18700;19.02.2025 21:00;;-4.9;0.4;89
Oslo - Blindern;SN18700;19.02.2025 22:00;;-4.9;0.8;94
Oslo - Blindern;SN18700;19.02.2025 23:00;;-5.0;1.0;95
Oslo - Blindern;SN18700;20.02.2025 00:00;;-5.1;1.1;95
Oslo - Blindern;SN18700;20.02.2025 01:00;;-4.5;0.4;92
Oslo - Blindern;SN18700;20.02.2025 02:00;;-3.6;0.8;96
Oslo - Blindern;SN18700;20.02.2025 03:00;;-3.5;0.7;95
Oslo - Blindern;SN18700;20.02.2025 04:00;;-2.9;0.8;97
Oslo - Blindern;SN18700;20.02.2025 05:00;;-2.9;0.3;98
Oslo - Blindern;SN18700;20.02.2025 06:00;;-2.6;0.6;98
Oslo - Blindern;SN18700;20.02.2025 07:00;;-1.9;1.7;97
Oslo - Blindern;SN18700;20.02.2025 08:00;;-1.3;3.0;92
Oslo - Blindern;SN18700;20.02.2025 09:00;;-1.2;3.4;89
Oslo - Blindern;SN18700;20.02.2025 10:00;;-1.1;3.3;87
Oslo - Blindern;SN18700;20.02.2025 11:00;;-0.9;3.7;84
Oslo - Blindern;SN18700;20.02.2025 12:00;;-0.4;3.5;83
Oslo - Blindern;SN18700;20.02.2025 13:00;;0.1;4.7;79
Oslo - Blindern;SN18700;20.02.2025 14:00;;0.2;5.4;79
Oslo - Blindern;SN18700;20.02.2025 15:00;;0.3;4.1;78
Oslo - Blindern;SN18700;20.02.2025 16:00;;0.2;5.4;78
Oslo - Blindern;SN18700;20.02.2025 17:00;;0.4;4.5;76
Oslo - Blindern;SN18700;20.02.2025 18:00;;0.7;5.5;75
Oslo - Blindern;SN18700;20.02.2025 19:00;;1.2;6.0;68
Oslo - Blindern;SN18700;20.02.2025 20:00;;1.0;3.4;62
Oslo - Blindern;SN18700;20.02.2025 21:00;;0.9;3.7;57
Oslo - Blindern;SN18700;20.02.2025 22:00;;-0.3;4.6;82
Oslo - Blindern;SN18700;20.02.2025 23:00;;-1.1;3.0;94
Oslo - Blindern;SN18700;21.02.2025 00:00;;-1.5;2.2;95
Oslo - Blindern;SN18700;21.02.2025 01:00;;-1.5;1.1;98
Oslo - Blindern;SN18700;21.02.2025 02:00;;-1.0;1.6;98
Oslo - Blindern;SN18700;21.02.2025 03:00;;0.2;3.3;100
Oslo - Blindern;SN18700;21.02.2025 04:00;;0.6;3.0;100
Oslo - Blindern;SN18700;21.02.2025 05:00;;0.7;1.9;100
Oslo - Blindern;SN18700;21.02.2025 06:00;;0.9;2.4;100
Oslo - Blindern;SN18700;21.02.2025 07:00;;1.2;1.7;100
Oslo - Blindern;SN18700;21.02.2025 08:00;;1.5;1.0;100
Oslo - Blindern;SN18700;21.02.2025 09:00;;1.9;1.3;100
Oslo - Blindern;SN18700;21.02.2025 10:00;;2.1;1.4;100
Oslo - Blindern;SN18700;21.02.2025 11:00;;2.4;1.6;100
Oslo - Blindern;SN18700;21.02.2025 12:00;;2.6;2.4;100
Oslo - Blindern;SN18700;21.02.2025 13:00;;2.7;3.0;100
Oslo - Blindern;SN18700;21.02.2025 14:00;;2.8;2.0;100
Oslo - Blindern;SN18700;21.02.2025 15:00;;2.7;1.9;100
Oslo - Blindern;SN18700;21.02.2025 16:00;;2.6;1.7;100
Oslo - Blindern;SN18700;21.02.2025 17:00;;2.4;2.1;100
Oslo - Blindern;SN18700;21.02.2025 18:00;;2.3;1.4;100
Oslo - Blindern;SN18700;21.02.2025 19:00;;2.4;0.8;100
Oslo - Blindern;SN18700;21.02.2025 20:00;;2.4;1.2;100
Oslo - Blindern;SN18700;21.02.2025 21:00;;2.6;0.7;100
Oslo - Blindern;SN18700;21.02.2025 22:00;;2.6;2.0;100
Oslo - Blindern;SN18700;21.02.2025 23:00;;2.7;1.5;100
Oslo - Blindern;SN18700;22.02.2025 00:00;;3.0;1.0;100
Oslo - Blindern;SN18700;22.02.2025 01:00;;3.3;1.1;100
Oslo - Blindern;SN18700;22.02.2025 02:00;;3.3;2.2;100
Oslo - Blindern;SN18700;22.02.2025 03:00;;3.8;2.1;100
Oslo - Blindern;SN18700;22.02.2025 04:00;;4.0;2.2;100
Oslo - Blindern;SN18700;22.02.2025 05:00;;4.1;1.4;100
Oslo - Blindern;SN18700;22.02.2025 06:00;;3.9;3.6;100
Oslo - Blindern;SN18700;22.02.2025 07:00;;3.8;3.3;100
Oslo - Blindern;SN18700;22.02.2025 08:00;;3.8;3.8;100
Oslo - Blindern;SN18700;22.02.2025 09:00;;3.6;2.6;100
Oslo - Blindern;SN18700;22.02.2025 10:00;;3.6;2.2;100
Oslo - Blindern;SN18700;22.02.2025 11:00;;3.5;1.8;100
Oslo - Blindern;SN18700;22.02.2025 12:00;;3.3;2.4;100
Oslo - Blindern;SN18700;22.02.2025 13:00;;3.1;2.8;100
Oslo - Blindern;SN18700;22.02.2025 14:00;;3.0;2.7;100
Oslo - Blindern;SN18700;22.02.2025 15:00;;2.9;3.8;100
Oslo - Blindern;SN18700;22.02.2025 16:00;;3.0;3.6;100
Oslo - Blindern;SN18700;22.02.2025 17:00;;3.0;2.0;100
Oslo - Blindern;SN18700;22.02.2025 18:00;;3.0;2.9;100
Oslo - Blindern;SN18700;22.02.2025 19:00;;3.0;2.4;100
Oslo - Blindern;SN18700;22.02.2025 20:00;;3.0;1.4;100
Oslo - Blindern;SN18700;22.02.2025 21:00;;3.2;1.3;100
Oslo - Blindern;SN18700;22.02.2025 22:00;;3.1;0.8;100
Oslo - Blindern;SN18700;22.02.2025 23:00;;3.1;1.0;100
Oslo - Blindern;SN18700;23.02.2025 00:00;;3.0;1.0;100
Oslo - Blindern;SN18700;23.02.2025 01:00;;3.0;1.7;100
Oslo - Blindern;SN18700;23.02.2025 02:00;;3.0;1.5;100
Oslo - Blindern;SN18700;23.02.2025 03:00;;2.8;1.5;100
Oslo - Blindern;SN18700;23.02.2025 04:00;;2.6;2.3;100
Oslo - Blindern;SN18700;23.02.2025 05:00;;2.4;1.8;100
Oslo - Blindern;SN18700;23.02.2025 06:00;;2.3;1.1;100
Oslo - Blindern;SN18700;23.02.2025 07:00;;2.1;2.5;100
Oslo - Blindern;SN18700;23.02.2025 08:00;;1.9;2.0;100
Oslo - Blindern;SN18700;23.02.2025 09:00;;1.8;1.8;100
Oslo - Blindern;SN18700;23.02.2025 10:00;;1.7;2.7;100
Oslo - Blindern;SN18700;23.02.2025 11:00;;1.6;2.2;100
Oslo - Blindern;SN18700;23.02.2025 12:00;;1.6;2.2;100
Oslo - Blindern;SN18700;23.02.2025 13:00;;1.7;1.4;100
Oslo - Blindern;SN18700;23.02.2025 14:00;;1.9;1.9;100
Oslo - Blindern;SN18700;23.02.2025 15:00;;1.7;1.6;100
Oslo - Blindern;SN18700;23.02.2025 16:00;;1.9;1.4;100
Oslo - Blindern;SN18700;23.02.2025 17:00;;2.1;0.9;100
Oslo - Blindern;SN18700;23.02.2025 18:00;;2.7;2.2;100
Oslo - Blindern;SN18700;23.02.2025 19:00;;2.6;2.5;100
Oslo - Blindern;SN18700;23.02.2025 20:00;;2.7;3.0;100
Oslo - Blindern;SN18700;23.02.2025 21:00;;3.1;3.0;100
Oslo - Blindern;SN18700;23.02.2025 22:00;;2.6;4.5;100
Oslo - Blindern;SN18700;23.02.2025 23:00;;2.9;4.8;100
Oslo - Blindern;SN18700;24.02.2025 00:00;;3.1;4.6;100
Oslo - Blindern;SN18700;24.02.2025 01:00;;3.0;4.3;100
Oslo - Blindern;SN18700;24.02.2025 02:00;;3.0;5.0;100
Oslo - Blindern;SN18700;24.02.2025 03:00;;3.5;4.8;100
Oslo - Blindern;SN18700;24.02.2025 04:00;;4.1;2.6;100
Oslo - Blindern;SN18700;24.02.2025 05:00;;4.9;4.4;100
Oslo - Blindern;SN18700;24.02.2025 06:00;;5.0;4.1;100
Oslo - Blindern;SN18700;24.02.2025 07:00;;5.1;5.9;100
Oslo - Blindern;SN18700;24.02.2025 08:00;;5.0;5.6;100
Oslo - Blindern;SN18700;24.02.2025 09:00;;5.0;4.6;100
Oslo - Blindern;SN18700;24.02.2025 10:00;;5.1;5.8;100
Oslo - Blindern;SN18700;24.02.2025 11:00;;5.1;4.5;100
Oslo - Blindern;SN18700;24.02.2025 12:00;;5.1;4.8;100
Oslo - Blindern;SN18700;24.02.2025 13:00;;5.1;3.8;100
Oslo - Blindern;SN18700;24.02.2025 14:00;;5.0;3.2;100
Oslo - Blindern;SN18700;24.02.2025 15:00;;5.1;4.0;100
Oslo - Blindern;SN18700;24.02.2025 16:00;;5.0;3.0;100
Oslo - Blindern;SN18700;24.02.2025 17:00;;4.9;1.6;100
Oslo - Blindern;SN18700;24.02.2025 18:00;;4.8;1.6;100
Oslo - Blindern;SN18700;24.02.2025 19:00;;4.8;2.6;100
Oslo - Blindern;SN18700;24.02.2025 20:00;;4.7;1.3;100
Oslo - Blindern;SN18700;24.02.2025 21:00;;4.6;2.0;100
Oslo - Blindern;SN18700;24.02.2025 22:00;;4.5;1.6;100
Oslo - Blindern;SN18700;24.02.2025 23:00;;4.5;1.7;100
Oslo - Blindern;SN18700;25.02.2025 00:00;;4.4;1.9;100
Oslo - Blindern;SN18700;25.02.2025 01:00;;4.2;2.2;100
Oslo - Blindern;SN18700;25.02.2025 02:00;;4.1;2.8;100
Oslo - Blindern;SN18700;25.02.2025 03:00;;4.2;2.1;100
Oslo - Blindern;SN18700;25.02.2025 04:00;;3.8;2.4;100
Oslo - Blindern;SN18700;25.02.2025 05:00;;3.7;2.1;100
Oslo - Blindern;SN18700;25.02.2025 06:00;;3.5;2.6;100
Oslo - Blindern;SN18700;25.02.2025 07:00;;3.4;2.5;100
Oslo - Blindern;SN18700;25.02.2025 08:00;;3.2;2.5;100
Oslo - Blindern;SN18700;25.02.2025 09:00;;3.0;2.3;100
Oslo - Blindern;SN18700;25.02.2025 10:00;;2.8;1.3;100
Oslo - Blindern;SN18700;25.02.2025 11:00;;2.7;2.9;100
Oslo - Blindern;SN18700;25.02.2025 12:00;;2.5;2.5;100
Oslo - Blindern;SN18700;25.02.2025 13:00;;2.9;1.2;100
Oslo - Blindern;SN18700;25.02.2025 14:00;;2.6;2.9;100
Oslo - Blindern;SN18700;25.02.2025 15:00;;2.6;2.2;100
Oslo - Blindern;SN18700;25.02.2025 16:00;;2.9;4.0;100
Oslo - Blindern;SN18700;25.02.2025 17:00;;3.1;2.1;100
Oslo - Blindern;SN18700;25.02.2025 18:00;;3.1;2.4;100
Oslo - Blindern;SN18700;25.02.2025 19:00;;3.0;2.9;100
Oslo - Blindern;SN18700;25.02.2025 20:00;;3.1;2.0;100
Oslo - Blindern;SN18700;25.02.2025 21:00;;3.2;2.4;100
Oslo - Blindern;SN18700;25.02.2025 22:00;;3.1;2.2;100
Oslo - Blindern;SN18700;25.02.2025 23:00;;2.9;2.3;100
Oslo - Blindern;SN18700;26.02.2025 00:00;;2.6;2.2;100
Oslo - Blindern;SN18700;26.02.2025 01:00;;2.4;2.9;100
Oslo - Blindern;SN18700;26.02.2025 02:00;;2.1;2.9;100
Oslo - Blindern;SN18700;26.02.2025 03:00;;1.9;2.5;100
Oslo - Blindern;SN18700;26.02.2025 04:00;;1.6;2.7;100
Oslo - Blindern;SN18700;26.02.2025 05:00;;1.6;2.1;99
Oslo - Blindern;SN18700;26.02.2025 06:00;;1.4;2.1;100
Oslo - Blindern;SN18700;26.02.2025 07:00;;1.0;2.1;100
Oslo - Blindern;SN18700;26.02.2025 08:00;;0.8;2.5;100
Oslo - Blindern;SN18700;26.02.2025 09:00;;0.9;2.3;100
Oslo - Blindern;SN18700;26.02.2025 10:00;;1.1;2.1;100
Oslo - Blindern;SN18700;26.02.2025 11:00;;1.3;2.0;99
Oslo - Blindern;SN18700;26.02.2025 12:00;;1.8;1.2;97
Oslo - Blindern;SN18700;26.02.2025 13:00;;2.4;1.2;94
Oslo - Blindern;SN18700;26.02.2025 14:00;;3.6;0.9;90
Oslo - Blindern;SN18700;26.02.2025 15:00;;3.9;0.7;91
Oslo - Blindern;SN18700;26.02.2025 16:00;;4.0;2.3;91
Oslo - Blindern;SN18700;26.02.2025 17:00;;3.9;2.7;94
Oslo - Blindern;SN18700;26.02.2025 18:00;;3.6;4.3;95
Oslo - Blindern;SN18700;26.02.2025 19:00;;3.4;2.5;94
Oslo - Blindern;SN18700;26.02.2025 20:00;;3.4;2.6;93
Oslo - Blindern;SN18700;26.02.2025 21:00;;3.3;2.3;99
Oslo - Blindern;SN18700;26.02.2025 22:00;;3.2;1.8;100
Oslo - Blindern;SN18700;26.02.2025 23:00;;3.1;1.8;100
Oslo - Blindern;SN18700;27.02.2025 00:00;;2.9;2.5;100
Oslo - Blindern;SN18700;27.02.2025 01:00;;2.8;2.3;100
Oslo - Blindern;SN18700;27.02.2025 02:00;;2.8;1.9;100
Oslo - Blindern;SN18700;27.02.2025 03:00;;2.7;2.3;100
