Navn;Stasjon;Tid (t);Nedbør (mm);Lufttemperatur (C);Middelvind (m/s);Relativ luftfuktighet (g/m³)
Oslo - Blindern;SN18700;27.02.2025 04:00;;2.6;1.7;100
Oslo - Blindern;SN18700;27.02.2025 05:00;;2.4;2.3;100
Oslo - Blindern;SN18700;27.02.2025 06:00;;2.2;1.9;100
Oslo - Blindern;SN18700;27.02.2025 07:00;;2.1;2.4;100
Oslo - Blindern;SN18700;27.02.2025 08:00;;1.8;2.6;98
Oslo - Blindern;SN18700;27.02.2025 09:00;;1.7;2.4;96
Oslo - Blindern;SN18700;27.02.2025 10:00;;1.8;2.6;93
Oslo - Blindern;SN18700;27.02.2025 11:00;;2.0;2.6;89
Oslo - Blindern;SN18700;27.02.2025 12:00;;2.1;1.6;88
Oslo - Blindern;SN18700;27.02.2025 13:00;;2.3;2.2;85
Oslo - Blindern;SN18700;27.02.2025 14:00;;2.0;1.9;86
Oslo - Blindern;SN18700;27.02.2025 15:00;;1.9;1.5;88
Oslo - Blindern;SN18700;27.02.2025 16:00;;1.3;1.5;92
Oslo - Blindern;SN18700;27.02.2025 17:00;;1.1;1.3;94
Oslo - Blindern;SN18700;27.02.2025 18:00;;0.9;1.1;95
Oslo - Blindern;SN18700;27.02.2025 19:00;;0.7;1.5;96
Oslo - Blindern;SN18700;27.02.2025 20:00;;0.2;1.8;97
Oslo - Blindern;SN18700;27.02.2025 21:00;;-0.1;0.9;98
Oslo - Blindern;SN18700;27.02.2025 22:00;;-0.1;1.7;98
Oslo - Blindern;SN18700;27.02.2025 23:00;;-0.5;1.6;99
Oslo - Blindern;SN18700;28.02.2025 00:00;;-0.7;1.2;100
Oslo - Blindern;SN18700;28.02.2025 01:00;;-1.0;0.7;100
Oslo - Blindern;SN18700;28.02.2025 02:00;;-1.3;0.8;100
Oslo - Blindern;SN18700;28.02.2025 03:00;;-1.6;1.5;100
Oslo - Blindern;SN18700;28.02.2025 04:00;;-1.9;1.4;100
Oslo - Blindern;SN18700;28.02.2025 05:00;;-2.0;0.8;100
Oslo - Blindern;SN18700;28.02.2025 06:00;;-2.0;1.1;100
Oslo - Blindern;SN18700;28.02.2025 07:00;;-1.7;1.1;100
Oslo - Blindern;SN18700;28.02.2025 08:00;;-2.0;0.8;100
Oslo - Blindern;SN18700;28.02.2025 09:00;;-2.0;0.5;100
Oslo - Blindern;SN18700;28.02.2025 10:00;;-1.5;0.9;100
Oslo - Blindern;SN18700;28.02.2025 11:00;;-1.4;1.1;100
Oslo - Blindern;SN18700;28.02.2025 12:00;;0.2;1.2;92
Oslo - Blindern;SN18700;28.02.2025 13:00;;0.8;1.6;85
Oslo - Blindern;SN18700;28.02.2025 14:00;;1.9;1.8;78
Oslo - Blindern;SN18700;28.02.2025 15:00;;1.4;1.6;82
Oslo - Blindern;SN18700;28.02.2025 16:00;;-1.4;1.1;96
Oslo - Blindern;SN18700;28.02.2025 17:00;;-1.9;0.6;100
Oslo - Blindern;SN18700;28.02.2025 18:00;;-2.1;1.1;100
Oslo - Blindern;SN18700;28.02.2025 19:00;;-2.2;1.0;100
Oslo - Blindern;SN18700;28.02.2025 20:00;;-2.0;1.0;100
Oslo - Blindern;SN18700;28.02.2025 21:00;;-1.9;1.2;100
Oslo - Blindern;SN18700;28.02.2025 22:00;;-1.9;1.5;100
Oslo - Blindern;SN18700;28.02.2025 23:00;;-2.2;1.6;100
Oslo - Blindern;SN18700;01.03.2025 00:00;;-2.4;0.6;100
Oslo - Blindern;SN18700;01.03.2025 01:00;;-2.3;1.0;100
Oslo - Blindern;SN18700;01.03.2025 02:00;;-2.3;1.2;100
Oslo - Blindern;SN18700;01.03.2025 03:00;;-2.3;1.1;100
Oslo - Blindern;SN18700;01.03.2025 04:00;;-2.2;0.9;100
Oslo - Blindern;SN18700;01.03.2025 05:00;;-2.4;2.0;100
Oslo - Blindern;SN18700;01.03.2025 06:00;;-2.9;1.3;100
Oslo - Blindern;SN18700;01.03.2025 07:00;;-2.9;1.7;100
Oslo - Blindern;SN18700;01.03.2025 08:00;;-2.8;1.5;100
Oslo - Blindern;SN18700;01.03.2025 09:00;;-2.2;1.3;100
Oslo - Blindern;SN18700;01.03.2025 10:00;;-2.1;1.6;100
Oslo - Blindern;SN18700;01.03.2025 11:00;;-1.6;1.6;100
Oslo - Blindern;SN18700;01.03.2025 12:00;;-1.2;1.4;100
Oslo - Blindern;SN18700;01.03.2025 13:00;;-0.7;0.6;100
Oslo - Blindern;SN18700;01.03.2025 14:00;;-0.4;0.9;100
Oslo - Blindern;SN18700;01.03.2025 15:00;;-0.1;0.2;100
Oslo - Blindern;SN18700;01.03.2025 16:00;;0.0;0.3;100
Oslo - Blindern;SN18700;01.03.2025 17:00;;0.3;0.4;100
Oslo - Blindern;SN18700;01.03.2025 18:00;;0.2;1.8;100
Oslo - Blindern;SN18700;01.03.2025 19:00;;-0.6;1.6;100
Oslo - Blindern;SN18700;01.03.2025 20:00;;-1.0;1.0;100
Oslo - Blindern;SN18700;01.03.2025 21:00;;-1.1;1.0;100
Oslo - Blindern;SN18700;01.03.2025 22:00;;-1.0;0.2;100
Oslo - Blindern;SN18700;01.03.2025 23:00;;-1.1;0.6;100
Oslo - Blindern;SN18700;02.03.2025 00:00;;-1.4;1.4;100
Oslo - Blindern;SN18700;02.03.2025 01:00;;-1.2;0.7;100
Oslo - Blindern;SN18700;02.03.2025 02:00;;-1.2;0.7;100
Oslo - Blindern;SN18700;02.03.2025 03:00;;-1.0;2.4;100
Oslo - Blindern;SN18700;02.03.2025 04:00;;-0.4;1.4;100
Oslo - Blindern;SN18700;02.03.2025 05:00;;1.2;2.2;99
Oslo - Blindern;SN18700;02.03.2025 06:00;;0.6;0.6;98
Oslo - Blindern;SN18700;02.03.2025 07:00;;2.7;2.7;86
Oslo - Blindern;SN18700;02.03.2025 08:00;;3.3;2.9;83
Oslo - Blindern;SN18700;02.03.2025 09:00;;4.4;0.6;81
Oslo - Blindern;SN18700;02.03.2025 10:00;;6.4;2.1;70
Oslo - Blindern;SN18700;02.03.2025 11:00;;7.6;3.5;62
Oslo - Blindern;SN18700;02.03.2025 12:00;;7.8;4.7;61
Oslo - Blindern;SN18700;02.03.2025 13:00;;8.8;2.8;59
Oslo - Blindern;SN18700;02.03.2025 14:00;;8.7;4.0;58
Oslo - Blindern;SN18700;02.03.2025 15:00;;8.1;4.4;59
Oslo - Blindern;SN18700;02.03.2025 16:00;;7.7;4.7;58
Oslo - Blindern;SN18700;02.03.2025 17:00;;7.1;4.1;60
Oslo - Blindern;SN18700;02.03.2025 18:00;;6.4;3.4;64
Oslo - Blindern;SN18700;02.03.2025 19:00;;6.1;3.0;64
Oslo - Blindern;SN18700;02.03.2025 20:00;;5.2;1.0;70
Oslo - Blindern;SN18700;02.03.2025 21:00;;4.4;0.9;76
Oslo - Blindern;SN18700;02.03.2025 22:00;;5.0;2.6;69
Oslo - Blindern;SN18700;02.03.2025 23:00;;3.9;1.4;77
Oslo - Blindern;SN18700;03.03.2025 00:00;;3.9;2.9;75
Oslo - Blindern;SN18700;03.03.2025 01:00;;3.6;1.8;80
Oslo - Blindern;SN18700;03.03.2025 02:00;;3.1;1.3;83
Oslo - Blindern;SN18700;03.03.2025 03:00;;1.9;2.1;84
Oslo - Blindern;SN18700;03.03.2025 04:00;;3.2;1.8;83
Oslo - Blindern;SN18700;03.03.2025 05:00;;3.4;2.3;78
Oslo - Blindern;SN18700;03.03.2025 06:00;;2.6;1.7;82
Oslo - Blindern;SN18700;03.03.2025 07:00;;2.7;0.7;82
Oslo - Blindern;SN18700;03.03.2025 08:00;;3.4;3.7;77
Oslo - Blindern;SN18700;03.03.2025 09:00;;5.5;2.7;69
Oslo - Blindern;SN18700;03.03.2025 10:00;;7.0;2.0;62
Oslo - Blindern;SN18700;03.03.2025 11:00;;8.8;1.6;53
Oslo - Blindern;SN18700;03.03.2025 12:00;;11.1;2.8;42
Oslo - Blindern;SN18700;03.03.2025 13:00;;11.9;7.3;35
Oslo - Blindern;SN18700;03.03.2025 14:00;;11.6;6.7;39
Oslo - Blindern;SN18700;03.03.2025 15:00;;11.0;5.6;41
Oslo - Blindern;SN18700;03.03.2025 16:00;;10.2;5.4;45
Oslo - Blindern;SN18700;03.03.2025 17:00;;9.1;3.4;49
Oslo - Blindern;SN18700;03.03.2025 18:00;;8.9;5.2;50
Oslo - Blindern;SN18700;03.03.2025 19:00;;7.8;3.9;55
Oslo - Blindern;SN18700;03.03.2025 20:00;;6.6;0.6;62
Oslo - Blindern;SN18700;03.03.2025 21:00;;5.5;1.1;71
Oslo - Blindern;SN18700;03.03.2025 22:00;;7.1;2.7;60
Oslo - Blindern;SN18700;03.03.2025 23:00;;6.6;2.0;63
Oslo - Blindern;SN18700;04.03.2025 00:00;;6.9;2.4;62
Oslo - Blindern;SN18700;04.03.2025 01:00;;5.3;0.8;68
Oslo - Blindern;SN18700;04.03.2025 02:00;;5.0;2.6;73
Oslo - Blindern;SN18700;04.03.2025 03:00;;5.0;2.5;74
Oslo - Blindern;SN18700;04.03.2025 04:00;;4.1;0.8;79
Oslo - Blindern;SN18700;04.03.2025 05:00;;4.8;2.5;75
Oslo - Blindern;SN18700;04.03.2025 06:00;;4.0;1.0;80
Oslo - Blindern;SN18700;04.03.2025 07:00;;4.2;0.9;78
Oslo - Blindern;SN18700;04.03.2025 08:00;;5.8;1.8;73
Oslo - Blindern;SN18700;04.03.2025 09:00;;6.9;4.0;64
Oslo - Blindern;SN18700;04.03.2025 10:00;;8.1;6.7;59
Oslo - Blindern;SN18700;04.03.2025 11:00;;9.0;4.8;54
Oslo - Blindern;SN18700;04.03.2025 12:00;;9.3;7.4;52
Oslo - Blindern;SN18700;04.03.2025 13:00;;9.5;4.3;51
Oslo - Blindern;SN18700;04.03.2025 14:00;;8.7;3.0;56
Oslo - Blindern;SN18700;04.03.2025 15:00;;8.4;1.7;60
Oslo - Blindern;SN18700;04.03.2025 16:00;;7.5;1.5;64
Oslo - Blindern;SN18700;04.03.2025 17:00;;7.1;6.4;73
Oslo - Blindern;SN18700;04.03.2025 18:00;;6.9;7.3;75
Oslo - Blindern;SN18700;04.03.2025 19:00;;7.3;7.1;78
Oslo - Blindern;SN18700;04.03.2025 20:00;;7.0;5.7;81
Oslo - Blindern;SN18700;04.03.2025 21:00;;6.7;4.2;83
Oslo - Blindern;SN18700;04.03.2025 22:00;;6.2;5.0;84
Oslo - Blindern;SN18700;04.03.2025 23:00;;5.7;2.4;86
Oslo - Blindern;SN18700;05.03.2025 00:00;;5.4;0.7;89
Oslo - Blindern;SN18700;05.03.2025 01:00;;5.4;1.6;92
Oslo - Blindern;SN18700;05.03.2025 02:00;;5.6;2.9;89
Oslo - Blindern;SN18700;05.03.2025 03:00;;5.8;2.7;88
Oslo - Blindern;SN18700;05.03.2025 04:00;;5.7;1.1;88
Oslo - Blindern;SN18700;05.03.2025 05:00;;5.4;1.3;89
Oslo - Blindern;SN18700;05.03.2025 06:00;;5.3;2.8;89
Oslo - Blindern;SN18700;05.03.2025 07:00;;5.5;1.3;89
Oslo - Blindern;SN18700;05.03.2025 08:00;;6.2;2.4;85
Oslo - Blindern;SN18700;05.03.2025 09:00;;7.7;1.5;77
Oslo - Blindern;SN18700;05.03.2025 10:00;;8.5;3.6;70
Oslo - Blindern;SN18700;05.03.2025 11:00;;9.5;4.2;68
Oslo - Blindern;SN18700;05.03.2025 12:00;;10.0;5.0;69
Oslo - Blindern;SN18700;05.03.2025 13:00;;10.2;4.1;70
Oslo - Blindern;SN18700;05.03.2025 14:00;;10.0;5.1;74
Oslo - Blindern;SN18700;05.03.2025 15:00;;10.8;1.7;69
Oslo - Blindern;SN18700;05.03.2025 16:00;;9.8;2.3;75
Oslo - Blindern;SN18700;05.03.2025 17:00;;8.8;1.6;81
Oslo - Blindern;SN18700;05.03.2025 18:00;;7.8;2.1;85
Oslo - Blindern;SN18700;05.03.2025 19:00;;9.0;1.3;79
Oslo - Blindern;SN18700;05.03.2025 20:00;;9.2;2.4;80
Oslo - Blindern;SN18700;05.03.2025 21:00;;8.1;2.9;85
Oslo - Blindern;SN18700;05.03.2025 22:00;;7.0;2.3;92
Oslo - Blindern;SN18700;05.03.2025 23:00;;7.7;4.6;88
Oslo - Blindern;SN18700;06.03.2025 00:00;;8.1;4.8;89
Oslo - Blindern;SN18700;06.03.2025 01:00;;9.2;2.5;78
Oslo - Blindern;SN18700;06.03.2025 02:00;;10.5;7.0;73
Oslo - Blindern;SN18700;06.03.2025 03:00;;10.6;5.9;71
Oslo - Blindern;SN18700;06.03.2025 04:00;;10.1;3.2;73
Oslo - Blindern;SN18700;06.03.2025 05:00;;8.1;1.9;82
Oslo - Blindern;SN18700;06.03.2025 06:00;;10.4;3.1;69
Oslo - Blindern;SN18700;06.03.2025 07:00;;10.1;5.3;67
Oslo - Blindern;SN18700;06.03.2025 08:00;;11.8;4.7;58
Oslo - Blindern;SN18700;06.03.2025 09:00;;11.1;6.7;63
Oslo - Blindern;SN18700;06.03.2025 10:00;;12.3;3.7;59
Oslo - Blindern;SN18700;06.03.2025 11:00;;14.9;3.3;44
Oslo - Blindern;SN18700;06.03.2025 12:00;;15.6;3.5;39
Oslo - Blindern;SN18700;06.03.2025 13:00;;15.4;5.9;40
Oslo - Blindern;SN18700;06.03.2025 14:00;;15.0;2.9;43
Oslo - Blindern;SN18700;06.03.2025 15:00;;12.7;4.2;58
Oslo - Blindern;SN18700;06.03.2025 16:00;;13.3;4.3;54
Oslo - Blindern;SN18700;06.03.2025 17:00;;12.0;2.6;59
Oslo - Blindern;SN18700;06.03.2025 18:00;;9.5;0.9;78
Oslo - Blindern;SN18700;06.03.2025 19:00;;8.8;1.6;85
Oslo - Blindern;SN18700;06.03.2025 20:00;;7.0;0.5;92
Oslo - Blindern;SN18700;06.03.2025 21:00;;5.9;1.4;93
Oslo - Blindern;SN18700;06.03.2025 22:00;;5.0;0.6;96
Oslo - Blindern;SN18700;06.03.2025 23:00;;5.4;1.4;99
Oslo - Blindern;SN18700;07.03.2025 00:00;;4.8;1.3;99
Oslo - Blindern;SN18700;07.03.2025 01:00;;4.7;1.6;99
Oslo - Blindern;SN18700;07.03.2025 02:00;;4.6;2.1;100
Oslo - Blindern;SN18700;07.03.2025 03:00;;4.7;1.5;100
Oslo - Blindern;SN18700;07.03.2025 04:00;;4.5;1.0;100
Oslo - Blindern;SN18700;07.03.2025 05:00;;4.2;1.9;100
Oslo - Blindern;SN18700;07.03.2025 06:00;;4.1;2.4;100
Oslo - Blindern;SN18700;07.03.2025 07:00;;4.1;2.2;99
Oslo - Blindern;SN18700;07.03.2025 08:00;;4.2;3.6;98
Oslo - Blindern;SN18700;07.03.2025 09:00;;4.0;3.3;98
Oslo - Blindern;SN18700;07.03.2025 10:00;;4.2;3.4;99
Oslo - Blindern;SN18700;07.03.2025 11:00;;4.9;3.1;95
Oslo - Blindern;SN18700;07.03.2025 12:00;;5.2;3.6;94
Oslo - Blindern;SN18700;07.03.2025 13:00;;5.3;3.6;94
Oslo - Blindern;SN18700;07.03.2025 14:00;;5.8;3.1;93
Oslo - Blindern;SN18700;07.03.2025 15:00;;6.1;3.8;92
Oslo - Blindern;SN18700;07.03.2025 16:00;;5.7;4.5;96
Oslo - Blindern;SN18700;07.03.2025 17:00;;5.6;3.1;98
Oslo - Blindern;SN18700;07.03.2025 18:00;;5.6;2.3;99
Oslo - Blindern;SN18700;07.03.2025 19:00;;5.3;1.5;100
Oslo - Blindern;SN18700;07.03.2025 20:00;;5.4;2.0;100
Oslo - Blindern;SN18700;07.03.2025 21:00;;5.1;1.3;100
Oslo - Blindern;SN18700;07.03.2025 22:00;;5.1;1.3;100
Oslo - Blindern;SN18700;07.03.2025 23:00;;4.7;1.6;100
Oslo - Blindern;SN18700;08.03.2025 00:00;;3.6;1.4;100
Oslo - Blindern;SN18700;08.03.2025 01:00;;3.2;0.3;100
Oslo - Blindern;SN18700;08.03.2025 02:00;;1.7;0.8;100
Oslo - Blindern;SN18700;08.03.2025 03:00;;1.8;0.5;100
Oslo - Blindern;SN18700;08.03.2025 04:00;;1.9;0.9;100
Oslo - Blindern;SN18700;08.03.2025 05:00;;1.2;1.2;100
Oslo - Blindern;SN18700;08.03.2025 06:00;;1.1;0.7;100
Oslo - Blindern;SN18700;08.03.2025 07:00;;1.0;0.4;100
Oslo - Blindern;SN18700;08.03.2025 08:00;;1.4;0.4;100
Oslo - Blindern;SN18700;08.03.2025 09:00;;1.6;0.7;100
Oslo - Blindern;SN18700;08.03.2025 10:00;;1.9;1.1;100
Oslo - Blindern;SN18700;08.03.2025 11:00;;2.1;1.2;100
Oslo - Blindern;SN18700;08.03.2025 12:00;;3.0;0.8;99
Oslo - Blindern;SN18700;08.03.2025 13:00;;4.8;0.7;79
Oslo - Blindern;SN18700;08.03.2025 14:00;;5.7;2.1;81
Oslo - Blindern;SN18700;08.03.2025 15:00;;6.0;1.7;79
Oslo - Blindern;SN18700;08.03.2025 16:00;;4.3;0.9;87
Oslo - Blindern;SN18700;08.03.2025 17:00;;4.5;1.1;90
Oslo - Blindern;SN18700;08.03.2025 18:00;;4.4;1.2;91
Oslo - Blindern;SN18700;08.03.2025 19:00;;4.2;1.3;92
Oslo - Blindern;SN18700;08.03.2025 20:00;;3.9;0.9;91
Oslo - Blindern;SN18700;08.03.2025 21:00;;3.9;1.4;92
Oslo - Blindern;SN18700;08.03.2025 22:00;;3.6;1.7;93
Oslo - Blindern;SN18700;08.03.2025 23:00;;3.3;1.2;94
Oslo - Blindern;SN18700;09.03.2025 00:00;;3.5;0.5;95
Oslo - Blindern;SN18700;09.03.2025 01:00;;3.3;0.1;96
Oslo - Blindern;SN18700;09.03.2025 02:00;;3.5;0.5;96
Oslo - Blindern;SN18700;09.03.2025 03:00;;3.4;1.3;99
Oslo - Blindern;SN18700;09.03.2025 04:00;;2.8;1.4;100
Oslo - Blindern;SN18700;09.03.2025 05:00;;2.6;2.3;100
Oslo - Blindern;SN18700;09.03.2025 06:00;;2.4;2.3;100
Oslo - Blindern;SN18700;09.03.2025 07:00;;2.0;2.5;100
Oslo - Blindern;SN18700;09.03.2025 08:00;;1.9;2.4;100
Oslo - Blindern;SN18700;09.03.2025 09:00;;1.9;1.8;100
Oslo - Blindern;SN18700;09.03.2025 10:00;;2.0;1.7;100
Oslo - Blindern;SN18700;09.03.2025 11:00;;2.2;1.6;100
Oslo - Blindern;SN18700;09.03.2025 12:00;;2.4;1.5;100
Oslo - Blindern;SN18700;09.03.2025 13:00;;2.5;1.8;98
Oslo - Blindern;SN18700;09.03.2025 14:00;;2.9;1.6;98
Oslo - Blindern;SN18700;09.03.2025 15:00;;2.9;2.3;98
Oslo - Blindern;SN18700;09.03.2025 16:00;;2.8;1.7;99
Oslo - Blindern;SN18700;09.03.2025 17:00;;2.8;1.3;100
Oslo - Blindern;SN18700;09.03.2025 18:00;;2.7;0.9;100
Oslo - Blindern;SN18700;09.03.2025 19:00;;2.5;1.1;100
Oslo - Blindern;SN18700;09.03.2025 20:00;;2.4;0.9;100
Oslo - Blindern;SN18700;09.03.2025 21:00;;2.3;1.2;100
Oslo - Blindern;SN18700;09.03.2025 22:00;;2.1;0.5;100
Oslo - Blindern;SN18700;09.03.2025 23:00;;1.7;1.5;100
Oslo - Blindern;SN18700;10.03.2025 00:00;;1.1;2.7;100
Oslo - Blindern;SN18700;10.03.2025 01:00;;0.0;2.8;100
Oslo - Blindern;SN18700;10.03.2025 02:00;;0.1;2.9;100
Oslo - Blindern;SN18700;10.03.2025 03:00;;0.8;2.7;100
Oslo - Blindern;SN18700;10.03.2025 04:00;;1.4;1.6;98
Oslo - Blindern;SN18700;10.03.2025 05:00;;2.5;2.4;95
Oslo - Blindern;SN18700;10.03.2025 06:00;;3.1;3.7;91
Oslo - Blindern;SN18700;10.03.2025 07:00;;3.7;3.6;90
Oslo - Blindern;SN18700;10.03.2025 08:00;;3.8;4.7;88
Oslo - Blindern;SN18700;10.03.2025 09:00;;3.7;4.2;88
Oslo - Blindern;SN18700;10.03.2025 10:00;;3.5;4.5;87
Oslo - Blindern;SN18700;10.03.2025 11:00;;3.2;4.7;85
Oslo - Blindern;SN18700;10.03.2025 12:00;;3.2;6.0;79
Oslo - Blindern;SN18700;10.03.2025 13:00;;3.0;4.6;81
Oslo - Blindern;SN18700;10.03.2025 14:00;;2.9;4.3;81
Oslo - Blindern;SN18700;10.03.2025 15:00;;2.7;4.9;78
Oslo - Blindern;SN18700;10.03.2025 16:00;;2.6;4.6;77
Oslo - Blindern;SN18700;10.03.2025 17:00;;2.4;5.2;76
Oslo - Blindern;SN18700;10.03.2025 18:00;;2.1;5.5;77
Oslo - Blindern;SN18700;10.03.2025 19:00;;2.1;6.2;77
Oslo - Blindern;SN18700;10.03.2025 20:00;;1.4;5.0;85
Oslo - Blindern;SN18700;10.03.2025 21:00;;1.1;5.2;85
Oslo - Blindern;SN18700;10.03.2025 22:00;;0.6;5.0;88
Oslo - Blindern;SN18700;10.03.2025 23:00;;0.5;4.2;89
Oslo - Blindern;SN18700;11.03.2025 00:00;;0.4;5.2;86
Oslo - Blindern;SN18700;11.03.2025 01:00;;0.2;5.4;84
Oslo - Blindern;SN18700;11.03.2025 02:00;;0.2;4.7;81
Oslo - Blindern;SN18700;11.03.2025 03:00;;-0.1;4.4;84
Oslo - Blindern;SN18700;11.03.2025 04:00;;-0.2;5.0;80
Oslo - Blindern;SN18700;11.03.2025 05:00;;-0.6;4.4;84
Oslo - Blindern;SN18700;11.03.2025 06:00;;-0.6;3.9;83
Oslo - Blindern;SN18700;11.03.2025 07:00;;-0.7;3.2;84
Oslo - Blindern;SN18700;11.03.2025 08:00;;-0.4;3.2;82
Oslo - Blindern;SN18700;11.03.2025 09:00;;-0.1;2.8;82
Oslo - Blindern;SN18700;11.03.2025 10:00;;0.2;2.7;78
Oslo - Blindern;SN18700;11.03.2025 11:00;;0.5;2.8;76
Oslo - Blindern;SN18700;11.03.2025 12:00;;1.0;2.0;72
Oslo - Blindern;SN18700;11.03.2025 13:00;;1.0;1.9;77
Oslo - Blindern;SN18700;11.03.2025 14:00;;1.2;1.8;73
Oslo - Blindern;SN18700;11.03.2025 15:00;;1.0;3.2;76
Oslo - Blindern;SN18700;11.03.2025 16:00;;0.0;1.8;91
Oslo - Blindern;SN18700;11.03.2025 17:00;;-0.4;3.2;85
Oslo - Blindern;SN18700;11.03.2025 18:00;;-0.5;2.7;82
Oslo - Blindern;SN18700;11.03.2025 19:00;;-0.6;2.8;84
Oslo - Blindern;SN18700;11.03.2025 20:00;;-1.0;4.1;93
Oslo - Blindern;SN18700;11.03.2025 21:00;;-1.2;3.5;92
Oslo - Blindern;SN18700;11.03.2025 22:00;;-1.2;4.1;89
Oslo - Blindern;SN18700;11.03.2025 23:00;;-1.3;5.2;88
Oslo - Blindern;SN18700;12.03.2025 00:00;;-1.4;4.4;87
Oslo - Blindern;SN18700;12.03.2025 01:00;;-1.5;4.7;87
Oslo - Blindern;SN18700;12.03.2025 02:00;;-1.8;5.0;87
Oslo - Blindern;SN18700;12.03.2025 03:00;;-1.9;5.2;87
Oslo - Blindern;SN18700;12.03.2025 04:00;;-2.0;4.2;85
Oslo - Blindern;SN18700;12.03.2025 05:00;;-2.2;4.8;84
Oslo - Blindern;SN18700;12.03.2025 06:00;;-2.3;4.1;84
Oslo - Blindern;SN18700;12.03.2025 07:00;;-2.1;4.3;81
Oslo - Blindern;SN18700;12.03.2025 08:00;;-1.6;3.8;79
Oslo - Blindern;SN18700;12.03.2025 09:00;;-1.2;3.6;75
Oslo - Blindern;SN18700;12.03.2025 10:00;;-0.7;4.1;71
Oslo - Blindern;SN18700;12.03.2025 11:00;;-0.5;3.8;73
Oslo - Blindern;SN18700;12.03.2025 12:00;;0.1;4.2;62
Oslo - Blindern;SN18700;12.03.2025 13:00;;-0.6;3.4;74
Oslo - Blindern;SN18700;12.03.2025 14:00;;-0.2;3.2;72
Oslo - Blindern;SN18700;12.03.2025 15:00;;-0.1;2.7;71
Oslo - Blindern;SN18700;12.03.2025 16:00;;-0.3;3.0;71
Oslo - Blindern;SN18700;12.03.2025 17:00;;-1.2;2.7;84
Oslo - Blindern;SN18700;12.03.2025 18:00;;-1.4;2.6;84
Oslo - Blindern;SN18700;12.03.2025 19:00;;-1.4;2.5;82
Oslo - Blindern;SN18700;12.03.2025 20:00;;-2.0;2.6;84
Oslo - Blindern;SN18700;12.03.2025 21:00;;-2.5;1.9;82
Oslo - Blindern;SN18700;12.03.2025 22:00;;-2.9;2.5;82
Oslo - Blindern;SN18700;12.03.2025 23:00;;-3.3;2.9;82
Oslo - Blindern;SN18700;13.03.2025 00:00;;-3.7;3.5;81
Oslo - Blindern;SN18700;13.03.2025 01:00;;-3.6;4.2;79
Oslo - Blindern;SN18700;13.03.2025 02:00;;-4.4;3.4;80
Oslo - Blindern;SN18700;13.03.2025 03:00;;-4.4;3.5;80
Oslo - Blindern;SN18700;13.03.2025 04:00;;-4.6;3.9;79
Oslo - Blindern;SN18700;13.03.2025 05:00;;-4.7;3.2;79
Oslo - Blindern;SN18700;13.03.2025 06:00;;-5.0;2.8;80
Oslo - Blindern;SN18700;13.03.2025 07:00;;-3.0;2.8;68
Oslo - Blindern;SN18700;13.03.2025 08:00;;-1.7;2.8;61
Oslo - Blindern;SN18700;13.03.2025 09:00;;-0.4;1.2;56
Oslo - Blindern;SN18700;13.03.2025 10:00;;0.0;2.3;56
Oslo - Blindern;SN18700;13.03.2025 11:00;;0.8;2.3;51
Oslo - Blindern;SN18700;13.03.2025 12:00;;1.7;2.2;49
Oslo - Blindern;SN18700;13.03.2025 13:00;;2.3;1.1;47
Oslo - Blindern;SN18700;13.03.2025 14:00;;1.6;1.0;49
Oslo - Blindern;SN18700;13.03.2025 15:00;;1.9;0.7;48
Oslo - Blindern;SN18700;13.03.2025 16:00;;1.5;1.4;53
Oslo - Blindern;SN18700;13.03.2025 17:00;;1.7;1.3;47
Oslo - Blindern;SN18700;13.03.2025 18:00;;-0.8;1.9;61
Oslo - Blindern;SN18700;13.03.2025 19:00;;-2.0;2.8;64
Oslo - Blindern;SN18700;13.03.2025 20:00;;-2.6;2.4;66
Oslo - Blindern;SN18700;13.03.2025 21:00;;-3.4;0.4;70
Oslo - Blindern;SN18700;13.03.2025 22:00;;-4.0;1.5;71
Oslo - Blindern;SN18700;13.03.2025 23:00;;-4.2;1.8;71
Oslo - Blindern;SN18700;14.03.2025 00:00;;-4.2;2.3;69
Oslo - Blindern;SN18700;14.03.2025 01:00;;-4.8;1.9;74
Oslo - Blindern;SN18700;14.03.2025 02:00;;-6.1;0.4;79
Oslo - Blindern;SN18700;14.03.2025 03:00;;-6.2;1.0;79
Oslo - Blindern;SN18700;14.03.2025 04:00;;-6.4;0.6;82
Oslo - Blindern;SN18700;14.03.2025 05:00;;-6.3;1.0;80
Oslo - Blindern;SN18700;14.03.2025 06:00;;-6.4;1.6;76
Oslo - Blindern;SN18700;14.03.2025 07:00;;-4.5;0.1;77
Oslo - Blindern;SN18700;14.03.2025 08:00;;-2.6;0.9;65
Oslo - Blindern;SN18700;14.03.2025 09:00;;-0.6;1.1;59
Oslo - Blindern;SN18700;14.03.2025 10:00;;1.1;1.7;52
Oslo - Blindern;SN18700;14.03.2025 11:00;;3.1;1.6;49
Oslo - Blindern;SN18700;14.03.2025 12:00;;3.9;2.4;42
Oslo - Blindern;SN18700;14.03.2025 13:00;;5.4;1.9;37
Oslo - Blindern;SN18700;14.03.2025 14:00;;5.4;2.4;36
Oslo - Blindern;SN18700;14.03.2025 15:00;;5.5;2.4;35
Oslo - Blindern;SN18700;14.03.2025 16:00;;5.0;3.5;36
